H;X1;X2;X3;X4;X5;X6;X7;X8;q;sds;v2;x1;s1;gama;c;fi;hw;fss
6;9,6;1,44;0,5;0,4;1,02;0,51;0,96;1,44;0;1,1;7,66;1,53;60;20;0;36;10,8;1,42685672
8;6,4;0,96;0,45;0,35;1,12;0,56;1,92;1,92;0;1;4,99;1,68;80;18;30;26;4;1,427170859
7;5,6;1,4;0,3;0,3;1,26;0,82;1,68;3,36;0;1,3;3,9;2,08;0;20;0;40;12,6;1,427727579
10;9;2,25;0,3;0,3;1;0,25;2,7;5,4;15;1,2;6,45;1,25;0;17;40;20;14,5;1,427796728
5;9;3,6;0,3;0,3;0,8;0,48;1,35;1,8;5;0,9;5,1;1,28;0;20;0;36;14;1,42806698
7;5,6;1,68;0,45;0,45;0,63;0,57;1,12;0;0;1,3;3,47;1,2;0;17;40;20;3,5;1,428166466
5;9,75;1,95;0,45;0,35;0,35;0,05;0,49;0,98;0;1,3;7,35;0,4;50;18;30;26;0;1,428312026
10;8;2,4;0,6;0,35;1,7;0,68;2,4;2;20;1,2;5;2,38;40;20;0;40;18;1,428516554
8;3,6;0,54;0,3;0,3;1,44;0,5;0,9;0;5;1,5;2,76;1,94;0;18;30;26;11,6;1,4291883
9;9;1,8;0,6;0,55;0,9;0,58;2,7;2,7;20;0,7;6,6;1,48;180;20;0;36;18;1,429507306
5;4;0,6;0,3;0,3;0,7;0,14;0,8;1,8;5;1,8;3,1;0,84;0;19;20;30;9;1,4300681
10;3;1,35;0,35;0,35;1,7;0,26;0,75;2,1;10;1,1;1,3;1,96;0;17;40;20;11,5;1,430742606
7;6,65;2,99;0,55;0,45;0,84;0,25;1;2,66;15;1,6;3,11;1,09;70;18;30;26;13,65;1,430782343
6;8,7;1,3;0,55;0,55;1,08;0,86;2,17;3,48;10;0,9;6,85;1,94;0;18;30;26;0;1,432099422
8;8,8;2,64;0,35;0,35;0,96;0,29;1,76;3,52;10;0,9;5,81;1,25;0;18;30;26;4;1,432350101
9;7,65;3,44;0,3;0,3;1,53;0,92;0,77;3,83;0;0,8;3,91;2,45;0;18;30;26;4,5;1,432406239
8;4;0,8;0,5;0,45;1,2;1,14;0,8;0,2;5;0,7;2,7;2,34;160;20;0;36;10;1,432457265
7;8,75;3,94;0,3;0,3;1,19;0,54;2,62;0;15;0,9;4,51;1,73;0;20;0;36;11,375;1,433597056
9;7,65;2,68;0,5;0,35;1,26;0,13;1,91;1,91;10;0,7;4,47;1,39;60;18;30;26;4,5;1,435558802
4;3,4;1,02;0,45;0,4;0,56;0,42;0,34;2,38;20;0,9;1,93;0,98;80;20;0;40;5,7;1,436618486
8;9,2;1,38;0,5;0,3;1,12;1,06;2,76;3,68;10;1,4;7,32;2,18;40;18;30;26;17,2;1,436996337
4;2,4;0,36;0,55;0,55;0,68;0,48;0,48;0;15;1,8;1,49;1,16;0;18;30;26;2;1,437646111
6;10;2,5;0,45;0,45;0,66;0,17;2;4;10;1,5;7,05;0,83;0;19;20;30;11;1,438328082
6;6,9;2,76;0,4;0,4;0,6;0,66;2,07;1,04;15;1,4;3,74;1,26;0;19;20;30;9,45;1,438905817
10;8;3,6;0,3;0,3;1,8;0,99;0,4;3,2;10;0,7;4,1;2,79;0;20;0;36;14;1,439178718
6;6,9;2,42;0,5;0,45;0,54;0,54;1,73;4,83;10;1,4;3,98;1,08;120;19;20;30;6;1,439236068
6;6,3;1,26;0,4;0,35;0,54;0,57;1,89;1,57;5;1;4,64;1,11;120;20;0;40;9,15;1,43997548
7;7;2,1;0,35;0,3;0,42;0,15;1,4;3,85;5;0,9;4,55;0,57;140;20;0;40;10,5;1,443667233
8;10;2,5;0,5;0,5;0,64;0,06;1;5,5;20;0,9;7;0,7;0;20;0;40;8;1,44386874
8;8,8;3,08;0,3;0,3;0,64;0;0;0;5;1,1;5,42;0,64;0;19;20;30;8;1,44409103
7;8,75;2,62;0,4;0,3;1,05;0,21;2,62;4,38;20;0,8;5,73;1,26;70;20;0;36;11,375;1,444363296
4;3,6;0,54;0,55;0,45;0,68;0,2;0,18;0,9;10;0,8;2,51;0,88;40;19;20;30;0;1,445321707
10;8;2,4;0,55;0,55;0,9;0,77;1,2;3,2;5;0,7;5,05;1,67;0;20;0;40;10;1,445389582
8;8,4;3,36;0,35;0,35;1,12;0,17;1,26;0,42;0;1,5;4,69;1,29;0;17;40;20;12,2;1,446101278
6;4,2;1,68;0,5;0,5;0,36;0,38;1,26;1,05;20;1,6;2,02;0,74;0;18;30;26;8,1;1,446540613
4;2;0,4;0,6;0,4;0,44;0,53;0,4;0;0;0,8;1;0,97;20;19;20;30;0;1,446791084
10;7;2,8;0,3;0,3;1,3;1,04;1,4;4,9;0;0,6;3,9;2,34;0;20;0;36;17;1,447533689
6;2,4;0,48;0,35;0,35;0,96;0,38;0,72;1,44;15;1,7;1,57;1,34;0;17;40;20;7,2;1,447666083
10;6,5;1,62;0,5;0,35;0,9;0,36;0,65;2,93;5;1,1;4,38;1,26;66,67;18;30;26;16,5;1,447897764
6;2,1;0,84;0,45;0,35;0,6;0,69;0,63;0,63;20;1,4;0,81;1,29;60;19;20;30;8,1;1,448446745
6;6,9;1,72;0,4;0,3;0,72;0,58;2,07;1,73;20;1,7;4,78;1,3;60;18;30;26;12,9;1,448834867
8;4,4;1,76;0,45;0,3;1,12;1,29;0,44;2,2;0;0,6;2,19;2,41;53,33;20;0;36;10,2;1,45051167
5;5,5;1,1;0,4;0,35;0,9;0,54;1,38;1,1;20;0,8;4;1,44;100;20;0;36;10,5;1,451032211
5;3,5;1,4;0,4;0,4;0,4;0,32;0,53;1,23;10;0,6;1,7;0,72;0;20;0;40;5;1,451535796
6;10;3;0,4;0,4;0,78;0,08;2,5;0,5;20;1,1;6,6;0,86;0;20;0;40;11;1,453082494
7;2,8;0,56;0,3;0,3;1,12;0,62;0,14;1,68;10;1,2;1,94;1,74;0;17;40;20;3,5;1,455023366
9;5,85;1,46;0,3;0,3;0,54;0,05;1,75;2,92;0;0,9;4,09;0,59;0;19;20;30;9;1,455090228
10;4,5;1,8;0,6;0,45;1,6;0,24;1,35;0,23;20;0,9;2,1;1,84;66,67;19;20;30;14,5;1,455636767
7;8,75;2,62;0,35;0,3;0,56;0,25;1,31;4,81;5;0,9;5,78;0,81;140;20;0;40;7;1,456182688
4;6;2,1;0,35;0,3;0,52;0,26;0,3;2,7;5;1,1;3,55;0,78;80;20;0;40;4;1,456195089
4;8,2;1,23;0,6;0,6;0,36;0,14;1,64;4,51;15;1,8;6,37;0,5;0;19;20;30;12,2;1,456541283
5;10;3;0,6;0,45;0,5;0,22;0,5;5,5;15;0,9;6,4;0,72;33,33;18;30;26;0;1,456892976
7;6,3;2,83;0,45;0,3;0,42;0,48;1,26;1,57;15;1,5;3,02;0,9;46,67;18;30;26;10,15;1,457601748
10;7,5;1,12;0,35;0,3;1,8;0,72;1,5;1,88;5;0,8;6,03;2,52;200;17;40;20;5;1,457631961
9;10;3;0,5;0,4;0,72;0,79;2,5;6;20;1,1;6,5;1,51;90;18;30;26;19;1,457725567
7;4,2;0,63;0,5;0,4;0,98;1,18;0,63;1,05;10;1,1;3,07;2,16;70;18;30;26;3,5;1,458194294
7;6,3;2,21;0,3;0,3;0,91;0,05;1,26;3,46;10;0,7;3,79;0,96;0;20;0;36;10,15;1,458678052
8;8;1,2;0,4;0,35;0,8;0,6;1,2;1,2;10;1,4;6,4;1,4;160;17;40;20;16;1,458888509
6;3,9;1,56;0,5;0,4;0,9;0,99;0,98;0,58;15;1,7;1,84;1,89;60;18;30;26;9,9;1,46025532
4;7,8;3,12;0,6;0,45;0,52;0,21;2,34;1,56;20;1,8;4,08;0,73;26,67;19;20;30;11,8;1,460431334
4;5,4;1,62;0,55;0,3;0,56;0,67;1,08;2,7;15;0,7;3,23;1,23;16;19;20;30;0;1,460495397
8;9,2;3,22;0,55;0,35;0,8;0,44;2,76;4,14;20;1,2;5,43;1,24;40;18;30;26;8;1,46099457
7;6,3;1,57;0,55;0,35;1,19;0,77;1,89;1,89;0;1,5;4,18;1,96;35;19;20;30;13,3;1,461814489
6;2,4;1,08;0,6;0,45;0,66;0,43;0,6;1,68;5;1,1;0,72;1,09;40;19;20;30;3;1,462097401
6;5,1;0,76;0,55;0,5;0,84;0,92;1,27;3,06;20;1,5;3,79;1,76;120;17;40;20;6;1,462409113
9;6,3;1,89;0,4;0,35;1,35;1,62;0,63;1,26;0;1,2;4,01;2,97;180;17;40;20;9;1,463186074
5;7;1,75;0,55;0,55;0,4;0,46;2,1;0,35;0;0,8;4,7;0,86;0;20;0;36;12;1,464778062
7;8,05;2,42;0,6;0,35;0,84;0,88;2,42;1,61;0;1,2;5,03;1,72;28;17;40;20;3,5;1,46487732
8;6;0,9;0,35;0,35;0,72;0,36;1,5;3,3;20;1,3;4,75;1,08;0;17;40;20;11;1,465503784
9;5,85;2,05;0,5;0,35;0,63;0,57;1,46;1,46;20;0,8;3,3;1,2;60;17;40;20;4,5;1,465808126
7;4,2;1,47;0,5;0,5;0,56;0,64;0,63;1,89;5;1,4;2,23;1,2;0;18;30;26;7;1,466068585
4;3,6;0,54;0,35;0,35;0,68;0,03;0,36;1,62;10;0,6;2,71;0,71;0;19;20;30;0;1,468019366
4;4;1,2;0,3;0,3;0,24;0,26;0,6;2,8;5;1,6;2,5;0,5;0;18;30;26;0;1,468641778
5;2,75;0,55;0,5;0,35;0,4;0,14;0,14;0,96;20;1,6;1,7;0,54;33,33;17;40;20;2,5;1,469158486
9;8,55;1,28;0,5;0,45;0,54;0,14;2,14;1,28;0;0,9;6,77;0,68;180;19;20;30;9;1,469852836
6;2,1;0,63;0,35;0,35;0,78;0,51;0,32;1,47;15;0,6;1,12;1,29;0;20;0;40;6;1,469871667
4;2;0,8;0,45;0,3;0,4;0,14;0,3;0,1;15;1,8;0,75;0,54;26,67;19;20;30;6;1,470500407
9;8,1;2,83;0,6;0,3;0,9;1,08;0,41;1,62;15;1;4,67;1,98;30;19;20;30;13,05;1,47108279
9;3,6;1,44;0,45;0,3;0,72;0,14;0,18;1,26;5;1,2;1,71;0,86;60;17;40;20;10,8;1,471300486
6;8,4;3,78;0,35;0,3;0,6;0,18;2,52;4,62;15;0,6;4,27;0,78;120;20;0;36;10,2;1,471440373
9;6,3;1,26;0,4;0,35;0,54;0,03;1,57;2,21;20;1;4,64;0,57;180;18;30;26;12,15;1,471518756
6;7,8;2,34;0,4;0,35;0,36;0,14;1,17;2,34;5;0,9;5,06;0,5;120;19;20;30;3;1,471533496
4;6,2;1,86;0,35;0,3;0,52;0,08;0,93;4,34;10;1,5;3,99;0,6;80;18;30;26;0;1,472277361
4;4,2;0,84;0,3;0,3;0,24;0,11;1,26;0;10;1,5;3,06;0,35;0;19;20;30;2;1,472947895
7;4,55;0,68;0,3;0,3;0,98;0,93;0,46;2,73;20;1,5;3,57;1,91;0;18;30;26;11,55;1,473195038
9;7,65;3,44;0,35;0,35;0,63;0,47;0,77;4,97;20;0,8;3,86;1,1;0;19;20;30;16,65;1,474307232
8;8,8;1,76;0,35;0,3;1,44;1,01;0,88;4,4;20;1,3;6,69;2,45;160;18;30;26;16,8;1,474710429
9;7,65;1,91;0,4;0,4;1,08;0,16;1,15;2,68;5;1,1;5,34;1,24;0;17;40;20;9;1,474854403
6;9,3;2,79;0,35;0,35;0,36;0,32;2,79;0;15;1,6;6,16;0,68;0;18;30;26;10,65;1,475614507
9;8,1;3,65;0,3;0,3;1,35;1,08;0,41;0;20;1,2;4,15;2,43;0;19;20;30;17,1;1,476038405
8;4,8;1,2;0,35;0,3;0,56;0,25;1,44;3,12;15;1,3;3,25;0,81;160;18;30;26;10,4;1,476796111
7;9,45;3,31;0,55;0,55;0,84;0,13;1,42;0;15;1;5,59;0,97;0;20;0;40;16,45;1,477238837
10;3;0,75;0,4;0,3;1,4;1,61;0,3;1,35;5;1;1,85;3,01;100;19;20;30;11,5;1,477539985
8;7,6;2,66;0,6;0,3;1,36;0,68;0,76;3,8;15;0,6;4,34;2,04;26,67;20;0;36;8;1,477730341
5;7,5;1,5;0,35;0,3;0,4;0,34;0,75;5,25;15;0,6;5,65;0,74;100;20;0;40;2,5;1,478406452
10;7,5;1,5;0,3;0,3;0,8;0,6;0,75;0;20;1;5,7;1,4;0;17;40;20;17,5;1,479070798
5;5,5;1,92;0,6;0,3;0,45;0,36;0,55;0;0;1,8;2,98;0,81;16,67;18;30;26;5;1,479250846
5;4,5;1,12;0,35;0,3;0,4;0,1;0,68;2,48;20;1,8;3,03;0,5;100;17;40;20;5;1,480211426
6;8,4;1,68;0,35;0,3;0,36;0,38;1,68;1,26;20;0,7;6,37;0,74;120;20;0;36;10,2;1,480980436
10;6,5;2,6;0,5;0,45;1,2;1,32;0,65;2,6;20;0,8;3,4;2,52;200;19;20;30;13,25;1,48102036
6;6,3;1,89;0,6;0,45;1,02;0,92;0,95;1,89;20;1,7;3,81;1,94;40;17;40;20;9,15;1,481177621
10;3,5;0,53;0,3;0,3;1,6;1,6;1,05;1,58;0;0,6;2,67;3,2;0;20;0;36;11,75;1,481207051
8;10;1,5;0,35;0,35;0,88;0,26;1;1;10;0,8;8,15;1,14;0;18;30;26;4;1,483676763
10;4;1,6;0,45;0,45;1,1;1,32;0,4;2,4;0;0,9;1,95;2,42;0;19;20;30;14;1,485123186
8;5,2;1,3;0,4;0,35;0,8;0,96;0,26;3,12;5;1,5;3,5;1,76;160;17;40;20;13,2;1,487011557
6;9,3;4,19;0,35;0,3;0,9;0,86;1,4;4,18;20;1,6;4,76;1,76;120;18;30;26;10,65;1,487582688
8;4,4;1,54;0,35;0,35;1,2;0,78;0,22;3,08;15;0,7;2,51;1,98;0;18;30;26;4;1,487943365
10;5;2;0,4;0,3;1,6;1,44;1,25;3,25;0;1;2,6;3,04;100;20;0;40;12,5;1,488050899
6;9,9;1,98;0,55;0,55;0,78;0,9;1,49;0,5;15;1;7,37;1,68;0;20;0;36;10,95;1,48958781
7;5,95;1,79;0,35;0,35;0,98;0,39;0,6;2,38;10;1;3,81;1,37;0;18;30;26;3,5;1,490451847
7;6,65;2,99;0,3;0,3;0,77;0,15;2;0;20;1,3;3,36;0,92;0;17;40;20;7;1,490599416
5;9,25;3,7;0,3;0,3;0,5;0;0;0;20;0,7;5,25;0,5;0;18;30;26;0;1,490802649
8;10;4,5;0,35;0,35;1,2;1,32;1;4,5;5;1,2;5,15;2,52;0;17;40;20;8;1,491246462
9;7,2;2,16;0,6;0,5;1,35;1,48;0,72;1,08;15;1,1;4,44;2,83;90;19;20;30;12,6;1,491951997
4;5,8;2,03;0,45;0,45;0,36;0,34;0,87;0,29;5;1;3,32;0,7;0;20;0;40;6,9;1,491986542
6;8,1;2,43;0,3;0,3;0,48;0,17;1,22;4,86;15;1,6;5,37;0,65;0;18;30;26;14,1;1,493031614
9;10;3,5;0,6;0,3;0,54;0,24;3;4,5;20;0,9;5,9;0,78;30;18;30;26;9;1,493052028
7;6,3;1,26;0,6;0,6;0,42;0,4;1,89;0;15;1,2;4,44;0,82;0;19;20;30;13,3;1,493173087
9;5,85;1,46;0,5;0,4;1,53;1,76;0,29;3,22;5;1,3;3,89;3,29;90;18;30;26;11,925;1,493896346
7;8,05;2,42;0,5;0,4;0,77;0,77;1,61;4,83;5;1,4;5,13;1,54;70;17;40;20;7;1,49461512
7;10;2,5;0,4;0,4;0,56;0,03;2,5;3,5;20;0,7;7,1;0,59;0;20;0;36;12;1,494929674
10;9,5;4,28;0,6;0,5;1,2;1,32;1,43;0,48;10;1;4,62;2,52;100;19;20;30;14,75;1,495850791
5;10;2,5;0,55;0,45;0,75;0,67;2,5;3;20;1,4;6,95;1,42;50;18;30;26;2,5;1,496874692
7;4,2;1,26;0,4;0,3;0,77;0,19;0,84;2,31;10;1,2;2,54;0,96;70;19;20;30;11,2;1,497285534
9;9,45;1,89;0,3;0,3;1,08;1,08;2,83;0;15;0,7;7,26;2,16;0;18;30;26;4,5;1,498062403
5;7;2,1;0,45;0,3;0,5;0,55;0,7;2,1;15;1,5;4,45;1,05;33,33;19;20;30;8,5;1,499269966
9;7,2;2,16;0,35;0,3;1,26;0,5;1,8;1,44;0;1,3;4,69;1,76;180;17;40;20;12,6;1,501898568
7;3,5;1,05;0,6;0,55;0,42;0,36;0,7;1,58;15;1;1,85;0,78;140;19;20;30;8,75;1,502487958
10;4,5;0,67;0,55;0,45;1,7;0;0;0;0;0,6;3,28;1,7;100;20;0;36;14,5;1,503015122
10;6;0,9;0,35;0,3;1,5;1,05;1,8;0,3;5;1,1;4,75;2,55;200;17;40;20;16;1,503292686
8;4,4;1,1;0,3;0,3;1,28;0,96;0,44;2,2;10;1,1;3;2,24;0;19;20;30;10,2;1,503442289
4;3,6;0,54;0,5;0,35;0,32;0,27;0,9;1,98;15;1,6;2,56;0,59;26,67;19;20;30;4;1,505951845
7;4,9;0,98;0,55;0,3;0,42;0,19;0,98;1,72;10;1,5;3,37;0,61;28;17;40;20;9,45;1,506297611
10;4;1;0,55;0,5;1,7;0,34;0,6;0,6;0;1,2;2,45;2,04;200;18;30;26;12;1,506402287
7;3,15;1,1;0,6;0,35;0,98;0,88;0,32;0;20;1,3;1,45;1,86;28;19;20;30;10,15;1,506814881
7;5,25;2,36;0,5;0,5;0,42;0,21;1,31;3,67;15;1;2,39;0,63;0;19;20;30;12,25;1,50685279
9;6,75;1,35;0,45;0,4;1,62;1,7;1,35;1,01;5;0,8;4,95;3,32;180;20;0;36;15,75;1,508170766
6;4,2;1,26;0,5;0,3;0,42;0,25;0,63;0,84;10;1,3;2,44;0,67;30;17;40;20;3;1,508853709
9;8,55;2,14;0,55;0,55;1,17;1,29;2,56;1,71;15;1,1;5,86;2,46;0;20;0;40;17,55;1,509704296
7;5,95;0,89;0,35;0,35;1,05;1,1;0,6;1,79;10;0,7;4,71;2,15;0;19;20;30;3,5;1,510018412
6;6,6;1,32;0,35;0,3;0,36;0,02;0,33;0;0;1,8;4,93;0,38;120;18;30;26;12,6;1,510102829
4;9,4;4,23;0,4;0,3;0,64;0,54;1,88;5,64;15;1,3;4,77;1,18;40;19;20;30;2;1,512569511
8;3,6;1,08;0,6;0,45;0,48;0,19;0,9;1,98;5;1,3;1,92;0,67;53,33;18;30;26;9,8;1,513242921
4;10;4,5;0,4;0,35;0,32;0,37;2,5;7;20;0,7;5,1;0,69;80;20;0;36;14;1,514431065
4;2,4;0,72;0,3;0,3;0,72;0,5;0,48;0,48;0;0,6;1,38;1,22;0;20;0;36;4;1,514560301
6;2,1;0,42;0,35;0,3;0,78;0,2;0,42;0,32;10;1,6;1,33;0,98;120;18;30;26;8,1;1,514613362
8;5,2;0,78;0,5;0,4;0,8;0,88;1,3;2,6;0;0,8;3,92;1,68;80;20;0;40;10,6;1,515151515
6;10;3,5;0,5;0,4;1,08;0,76;3;5,5;5;1,7;6;1,84;60;18;30;26;16;1,515193779
10;3;0,45;0,35;0,35;1,5;1,27;0,3;0,6;15;0,8;2,2;2,77;0;20;0;40;11,5;1,515646909
10;7,5;1,5;0,3;0,3;1,6;0,72;1,5;4,12;5;1;5,7;2,32;0;17;40;20;17,5;1,515851708
9;4,95;1,24;0,4;0,3;1,35;1,08;1,49;0,74;15;0,9;3,31;2,43;90;19;20;30;9;1,516501483
7;9,8;1,47;0,3;0,3;0,98;0,1;1,96;3,43;5;1;8,03;1,08;0;18;30;26;3,5;1,517472965
9;6,3;1,26;0,35;0,3;1,08;0,22;1,57;0,95;5;1,2;4,69;1,3;180;17;40;20;12,15;1,517948501
6;5,7;2,56;0,45;0,4;0,96;0,34;0,29;2,57;5;1,5;2,69;1,3;120;19;20;30;8,85;1,518080947
7;5,25;2,36;0,35;0,3;0,91;0,41;1,57;0;20;0,8;2,54;1,32;140;20;0;40;7;1,518250777
4;8,4;3,36;0,55;0,35;0,68;0,07;1,26;4,62;20;1,1;4,49;0,75;20;20;0;40;8,2;1,519113215
6;3;1,35;0,6;0,5;0,6;0,09;0,3;1,95;5;1,7;1,05;0,69;60;17;40;20;7,5;1,519734804
9;3,6;0,72;0,5;0,5;1,08;1,19;0,18;0,54;10;0,8;2,38;2,27;0;20;0;40;12,6;1,519872607
8;7,2;1,44;0,55;0,3;0,96;0,53;1,08;5,04;20;1,1;5,21;1,49;32;18;30;26;8;1,520131966
4;4,6;1,38;0,35;0,3;0,6;0,12;0,46;1,15;10;1,3;2,87;0,72;80;19;20;30;2;1,520400714
7;4,55;1,36;0,45;0,3;1,19;0,36;1,36;2,73;15;1,4;2,74;1,55;46,67;17;40;20;9,275;1,521761392
7;3,85;1,35;0,3;0,3;0,77;0,46;0,58;2,5;0;0,6;2,2;1,23;0;20;0;40;7;1,522351363
6;2,1;0,95;0,55;0,35;0,96;0;0;0;15;1,6;0,6;0,96;30;17;40;20;8,1;1,5223857
9;10;4;0,55;0,3;1,35;1,35;2,5;6,5;5;0,9;5,45;2,7;36;20;0;40;19;1,523049338
9;3,15;0,79;0,3;0,3;1,53;1,22;0,79;1,26;15;0,8;2,06;2,75;0;20;0;40;12,15;1,523995379
8;4;1,2;0,4;0,35;1,28;1,09;0,2;1,2;15;1;2,4;2,37;160;19;20;30;8;1,524057959
6;4,8;1,68;0,4;0,35;0,36;0,16;1,44;0,24;0;1,7;2,72;0,52;120;18;30;26;8,4;1,524252431
9;6,3;2,21;0,35;0,3;0,72;0,65;1,89;0,63;15;0,8;3,74;1,37;180;19;20;30;15,3;1,525504053
7;5,6;0,84;0,3;0,3;1,12;1,18;1,12;0;15;0,8;4,46;2,3;0;19;20;30;3,5;1,525724016
6;1,8;0,81;0,3;0,3;1,02;0,56;0,54;0,9;5;0,8;0,69;1,58;0;20;0;40;7,8;1,526066937
10;9;2,25;0,3;0,3;0,9;1,08;1,35;4,95;5;0,8;6,45;1,98;0;17;40;20;10;1,526468646
7;7,7;1,16;0,5;0,3;0,91;0,77;1,54;0,77;20;1,2;6,04;1,68;35;18;30;26;7;1,526516009
7;5,6;2,52;0,5;0,35;0,84;0,38;1,68;1,68;20;1,4;2,58;1,22;46,67;18;30;26;9,8;1,526553588
4;8,2;2,46;0,4;0,35;0,72;0,65;0,41;3,69;20;1,5;5,34;1,37;80;19;20;30;4;1,526814993
7;9,8;3,43;0,5;0,4;1,05;0,73;1,47;3,92;5;1,3;5,87;1,78;70;19;20;30;16,8;1,526818833
5;8;1,2;0,55;0,35;0,75;0,34;0,4;3,2;10;0,8;6,25;1,09;25;20;0;36;5;1,527127631
5;8,5;3,4;0,35;0,3;0,5;0,45;1,7;2,12;0;1,4;4,75;0,95;100;17;40;20;0;1,527768403
9;4,95;0,74;0,6;0,6;1,53;0;0;0;5;0,9;3,61;1,53;0;19;20;30;9;1,52949343
8;8;2,4;0,6;0,6;1,36;0,54;2,4;0;10;0,8;5;1,9;0;20;0;36;16;1,529902565
5;3,5;1,23;0,35;0,35;0,4;0,18;0,88;0,88;0;1,7;1,92;0,58;0;17;40;20;2,5;1,529990576
8;8;2;0,5;0,35;1,36;0,34;0,8;0,4;10;1;5,5;1,7;53,33;19;20;30;8;1,530019182
8;5,2;0,78;0,6;0,3;1,44;1,73;1,3;3,38;0;0,6;3,82;3,17;26,67;19;20;30;4;1,530144607
7;3,5;1,57;0,55;0,3;0,7;0,14;1,05;1,05;20;0,9;1,38;0,84;28;19;20;30;10,5;1,530362268
6;9,9;3,47;0,35;0,35;0,96;0,91;0,5;4,46;10;0,9;6,08;1,87;0;20;0;36;10,95;1,530797428
5;6,75;3,04;0,35;0,35;0,65;0,36;1,69;3,37;20;1,8;3,36;1,01;0;18;30;26;8,375;1,531415966
10;5;0,75;0,4;0,4;1,7;1,44;1;1,5;15;0,9;3,85;3,14;0;20;0;40;15;1,531894105
8;4,8;0,72;0,4;0,35;0,72;0,79;0,72;0,96;5;0,7;3,68;1,51;160;18;30;26;4;1,533218977
9;9,9;2,97;0,4;0,4;0,54;0,43;2,48;6,44;0;0,9;6,53;0,97;0;19;20;30;13,95;1,53329957
5;5,75;2,01;0,55;0,4;0,75;0,56;0,29;1,44;15;0,6;3,19;1,31;33,33;20;0;36;10,75;1,534653693
6;6;1,5;0,6;0,55;0,66;0,2;0,9;0,6;0;0,7;3,9;0,86;120;20;0;40;6;1,536072102
10;7;1,4;0,45;0,4;0,6;0,54;2,1;2,1;0;0,8;5,15;1,14;200;17;40;20;10;1,539489679
8;8;1,2;0,3;0,3;0,72;0,5;1,6;3,2;5;1,2;6,5;1,22;0;18;30;26;16;1,540284217
6;8,7;3,48;0,45;0,35;0,84;0,34;2,61;2,17;15;1,3;4,77;1,18;60;19;20;30;14,7;1,540542017
6;9,3;1,86;0,5;0,4;0,96;0,53;0,93;3,25;20;1,5;6,94;1,49;60;17;40;20;10,65;1,54564347
6;3;0,9;0,5;0,35;0,72;0,79;0,15;2,1;0;1,5;1,6;1,51;40;18;30;26;6;1,545870567
4;1,2;0,24;0,6;0,4;0,6;0,18;0,3;0,66;0;0,7;0,36;0,78;20;20;0;40;5,2;1,546583203
8;9,2;2,76;0,35;0,3;0,96;0,38;0,92;0,92;0;1;6,09;1,34;160;19;20;30;8;1,546758406
8;8;1,6;0,6;0,45;0,88;0,48;1,2;2,4;10;1;5,8;1,36;53,33;19;20;30;12;1,547035933
9;7,65;2,68;0,55;0,35;0,99;1,04;0,38;3,83;5;1,1;4,42;2,03;45;18;30;26;16,65;1,547191796
9;3,6;0,9;0,35;0,35;0,81;0,93;0,18;1,08;20;0,9;2,35;1,74;0;18;30;26;10,8;1,547884385
4;4,8;2,16;0,35;0,35;0,64;0,16;0,72;3,36;20;1,7;2,29;0,8;0;19;20;30;6,4;1,548252714
9;6,3;1,57;0,35;0,3;1,08;1,13;1,57;4,09;5;0,6;4,38;2,21;180;20;0;40;9;1,549150481
6;4,8;1,2;0,55;0,45;0,78;0,55;0,24;0,48;15;1,6;3,05;1,33;60;17;40;20;8,4;1,549455899
10;10;1,5;0,45;0,45;1,3;1,56;0,5;5;10;0,9;8,05;2,86;0;19;20;30;15;1,549567761
9;9,9;3,47;0,3;0,3;1,26;0,13;0,99;4,46;15;0,9;6,13;1,39;0;18;30;26;9;1,551286258
9;7,65;2,29;0,45;0,35;0,54;0,03;1,15;4,21;10;0,9;4,91;0,57;90;17;40;20;9;1,552084946
9;9,9;1,98;0,3;0,3;1,26;0,76;0,5;6,93;5;1,1;7,62;2,02;0;18;30;26;13,95;1,552733748
10;7,5;1,5;0,4;0,35;1,8;1,44;1,88;4,12;20;0,9;5,6;3,24;200;18;30;26;13,75;1,553176791
5;4;1,6;0,35;0,35;0,3;0,29;1,2;1;15;0,8;2,05;0,59;0;19;20;30;2,5;1,553416874
6;3,9;1,17;0,45;0,45;0,96;0,91;0,78;0,58;10;1,4;2,28;1,87;0;19;20;30;9,9;1,553629901
6;8,1;2,02;0,45;0,45;0,84;1,01;0,81;2,84;15;1,1;5,63;1,85;0;19;20;30;6;1,553750507
6;9,9;2,48;0,35;0,3;0,9;0,09;1,49;6,44;5;1,6;7,07;0,99;120;18;30;26;10,95;1,554304887
5;3,5;1,05;0,6;0,5;0,4;0,3;0,53;1,93;20;1,3;1,85;0,7;50;19;20;30;8,5;1,554532786
8;2,4;0,36;0,4;0,4;0,48;0,24;0,24;0,12;10;1,1;1,64;0,72;0;18;30;26;10,4;1,554975403
9;7,2;1,44;0,3;0,3;0,72;0,83;2,16;0;15;1;5,46;1,55;0;20;0;40;16,2;1,555651358
5;7;1,4;0,45;0,3;0,4;0,3;2,1;0,35;10;1,5;5,15;0,7;33,33;17;40;20;2,5;1,556760354
5;7,75;2,71;0,4;0,4;0,55;0,61;2,32;1,94;0;0,6;4,64;1,16;0;20;0;36;5;1,556911298
